image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 037/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 037/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 038/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 039/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 040/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 041/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 042/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.2,2.9,0.94,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.08,2.9,0.96,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.08,2.9,0.96,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.08,2.9,0.96,51
