image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id,truth_PAIe_hinge,truth_Clumping_hinge
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 035/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 035,Plot04,6.51,6.0,0.95,35,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 035/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 035,Plot04,6.51,6.0,0.95,35,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 035/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 035,Plot04,6.51,6.0,0.95,35,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 035/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 035,Plot04,6.51,6.0,0.95,35,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 035/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 035,Plot04,6.51,6.0,0.95,35,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 035/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 035,Plot04,6.51,6.0,0.95,35,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 034/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 034,Plot04,2.0,2.0,1.0,34,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 033/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 033,Plot04,3.0,3.0,1.0,33,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/Test44.png,Test44.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 032/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 032,Plot04,3.55,2.2,0.78,32,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 031/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 031,Plot04,3.79,3.1,0.89,31,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/Test44.png,Test44.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 030/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 030,Plot04,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 029/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 029,Plot04,3.21,2.85,1.0,29,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 028/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 028,Plot04,7.735,7.0,0.94,28,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 027/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 027,Plot04,6.074999999999999,6.0,0.99,27,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 026/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 026,Plot04,5.074999999999999,5.0,0.99,26,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 025/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 025,Plot04,4.074999999999999,4.0,0.99,25,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 024/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 024,Plot04,4.735,4.0,0.9,24,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 023/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 023,Plot04,0.31,0.25,0.88,23,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 022/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 022,Plot04,0.31,0.25,0.88,22,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
